strategy,repeat,seed,success,benchmark_stop_reason,total_time_s,pose_validation_time_s,structural_time_s,rai_robot_import_time_s,rai_robot_template_restore_time_s,rai_builder_setup_time_s,rai_runtime_time_s,rai_runtime_percent,backward_search_runtime_percent,other_runtime_percent,structural_plans_generated,structural_replans,rai_transition_attempts,rai_transition_failures,komo_calls,komo_feasible,komo_infeasible,first_plan_support_moves,first_plan_support_steps,support_moves,support_steps,first_to_final_exact_match,first_to_final_common_prefix_length,first_to_final_changed_positions,source_file
highest_first,0,200459,True,complete,55.23586567500024,51.25167443198734,0.5562548360030632,3.3988649590028217,0.0,3.3988649590028217,54.65053939099016,98.94031481745202,1.007053712665581,0.05263146988239235,5,4,24,4,196,20,176,10,26,8,24,False,2,14,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/highest_first/seed_200459/benchmark.csv
highest_first,0,200460,True,complete,1677.694867669008,1491.4949937569327,182.01098964491393,3.5012072030076524,0.0,3.5012072030076524,1494.9962009599403,89.11013735394508,10.84887324581259,0.0409894002423272,257,256,507,256,6964,251,6713,10,26,9,26,False,2,15,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/highest_first/seed_200460/benchmark.csv
highest_first,0,200461,True,complete,848.1809282260074,785.5632269209455,58.776545954839094,3.55805299700296,0.0,3.55805299700296,789.1212799179484,93.03690446900477,6.929717940931751,0.033377590063477396,137,136,256,136,3609,120,3489,10,26,8,27,False,3,11,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/highest_first/seed_200461/benchmark.csv
default,0,200452,True,complete,56.731274577992735,52.652041266992455,0.6125464380020276,3.4343531479971716,0.0,3.4343531479971716,56.08639441498963,98.86327221131522,1.0797332557016925,0.05699453298308907,9,8,32,8,297,24,273,14,21,13,20,False,13,2,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200452/benchmark.csv
default,0,200453,True,complete,18.15189243700297,14.508801446005236,0.06860544100345578,3.5481941569887567,0.0,3.5481941569887567,18.056995602993993,99.47720693950605,0.37795200275428203,0.14484105773966838,1,0,20,0,78,20,58,14,21,14,21,True,20,0,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200453/benchmark.csv
default,0,200454,True,complete,1033.6774308089953,976.24253872993,53.6999363721261,3.435506541005452,0.0,3.435506541005452,979.6780452709354,94.7759925941502,5.195038101015564,0.028969304834236848,166,165,339,165,4766,174,4592,14,21,12,20,False,7,7,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200454/benchmark.csv
default,0,200455,False,total_runtime_limit,2005.3504874069913,1720.69849814786,280.1864229939383,3.407658600001014,0.0,3.407658600001014,1724.106156747861,85.97530294952122,13.971942797701765,0.0527542527770273,348,347,647,348,8986,299,8687,14,21,0,0,,,,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200455/benchmark.csv
default,0,200456,True,complete,74.47935146499367,69.85632117804198,1.1481957139767474,3.4367617719981354,0.0,3.4367617719981354,73.29308295004012,98.4072518199744,1.5416295810744476,0.051118598951148314,14,13,37,13,446,24,422,14,21,9,30,False,2,17,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200456/benchmark.csv
default,0,200457,True,complete,100.85342537199904,95.64038369599439,1.7137900419911603,3.4558498800033703,0.0,3.4558498800033703,99.09623357599776,98.25767762520722,1.699287888011563,0.04303448678121898,19,18,55,18,570,37,533,14,21,14,22,False,11,9,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200457/benchmark.csv
default,0,200458,False,structural_runtime_limit,2000.0137144040054,1695.759613023998,299.72072732391825,3.447303811000893,0.0,3.447303811000893,1699.206916834999,84.95976325549121,14.985933604621987,0.054303139886810146,302,301,567,301,7924,266,7658,14,21,0,0,,,,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200458/benchmark.csv
default,0,200459,False,total_runtime_limit,2004.038508158992,1775.8380763549794,223.77409735492256,3.559349292991101,0.0,3.559349292991101,1779.3974256479705,88.79058054042146,11.166157558543743,0.04326190103479687,278,277,521,278,7817,243,7574,14,21,0,0,,,,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200459/benchmark.csv
default,0,200460,False,structural_runtime_limit,2000.0129215049965,1759.9044835229142,235.59616599592846,3.5896127650048584,0.0,3.5896127650048584,1763.494096287919,88.17413514313205,11.779732193862223,0.046132663005728894,294,293,583,293,7783,290,7493,14,21,0,0,,,,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200460/benchmark.csv
default,0,200461,True,complete,587.1824136489886,569.0368500800105,14.35542299701774,3.6458819870022126,0.0,3.6458819870022126,572.6827320670127,97.53063422116664,2.4447978453249894,0.02456793350837448,91,90,170,90,2608,80,2528,14,21,9,27,False,4,14,/home/mario/TAMP-scaffolding/experiments/results/report/one_arm_final_20mm_komo25_10seeds/default/seed_200461/benchmark.csv
