removal_strategy,included_rod_count,expected_runs,recorded_runs,successful_runs,failed_runs,missing_not_attempted_runs,runtime_limit_failures,open_list_exhausted_failures,runtime_successful_mean_s,runtime_successful_median_s,runtime_successful_std_s,runtime_successful_min_s,runtime_successful_max_s
fast_reduce_support,13,5,5,5,0,0,0,0,0.07843787619999999,0.078270207,0.012335207511424062,0.060480533,0.093680222
fast_reduce_support,15,5,5,5,0,0,0,0,0.111130475,0.104130794,0.019705959092086434,0.093303462,0.144054386
fast_reduce_support,17,5,5,5,0,0,0,0,0.1351805854,0.114885319,0.031520549241524615,0.113853307,0.185383957
fast_reduce_support,19,5,5,5,0,0,0,0,0.17379131180000001,0.157630595,0.03732354004868625,0.132756533,0.226538613
fast_reduce_support,21,5,5,5,0,0,0,0,0.214578193,0.210467176,0.036039556799747616,0.174254558,0.262891093
fast_reduce_support,23,5,5,5,0,0,0,0,0.2676985434,0.245610004,0.04428898517977627,0.228088991,0.337090544
fast_reduce_support,25,5,5,5,0,0,0,0,0.3255153982,0.326063844,0.04723415182968402,0.253765431,0.378769313
fast_reduce_support,27,5,5,5,0,0,0,0,0.3970697694,0.403248175,0.06782769501823366,0.313975224,0.48132702
fast_reduce_support,29,5,5,5,0,0,0,0,0.4633394462,0.448113869,0.09786223952485608,0.331729536,0.603401172
fast_reduce_support,31,5,5,5,0,0,0,0,0.5601562768,0.563985954,0.09976687804952974,0.454437212,0.706896897
fast_reduce_support,33,5,5,5,0,0,0,0,0.656264246,0.620236559,0.10544789351079442,0.574184861,0.836726708
fast_reduce_support,35,5,5,5,0,0,0,0,0.8062819704,0.748503602,0.14948622301523845,0.680429653,1.064159687
fast_reduce_support,37,5,5,5,0,0,0,0,0.9007947812,0.865800525,0.13046943613227488,0.799916931,1.127263986
fast_reduce_support,39,5,5,5,0,0,0,0,1.183252003,1.047720122,0.24176857681554534,1.024527729,1.592489719
fast_reduce_support,41,5,5,5,0,0,0,0,1.8851720006000001,1.244816806,1.575264194546,1.087896584,4.698994907
fast_reduce_support,43,5,5,5,0,0,0,0,2.5317113626,1.405281926,2.5985433711769486,1.275738448,7.179076383
fast_reduce_support,45,5,5,5,0,0,0,0,2.9273543124,1.748768244,2.865262103597172,1.380580387,8.044770759
fast_reduce_support,47,5,5,5,0,0,0,0,3.0591510744,1.866730534,2.742515307913283,1.604386787,7.958265121
fast_reduce_support,49,5,5,5,0,0,0,0,3.4188583144,2.336330636,2.9206972882249373,1.675032023,8.619792624
fast_reduce_support,51,5,5,5,0,0,0,0,4.4230585318,2.575362684,3.006200458517007,1.894189127,8.844720364
fast_reduce_support,53,5,5,5,0,0,0,0,4.4625435536,2.908140007,2.7943721709060907,1.963236889,8.704900228
fast_reduce_support,55,5,5,5,0,0,0,0,4.6361266042,3.049985374,2.726259259302911,2.322957395,8.74122396
fast_reduce_support,57,5,5,5,0,0,0,0,5.062710578,3.521364517,2.7245320032044154,2.89435495,9.222299095
fast_reduce_support,59,5,5,5,0,0,0,0,5.6399177472,4.4635649,2.6803776680757725,3.508399247,9.863474463
fast_reduce_support,61,5,5,5,0,0,0,0,5.837272502799999,3.999205466,2.907690298245703,3.681942869,10.200128451
fast_reduce_support,63,5,5,5,0,0,0,0,6.330982344,4.755251271,2.777057911872004,4.168102981,10.486054188
fast_reduce_support,65,5,5,5,0,0,0,0,6.9846853916,5.874633899,2.6760109958089817,4.547772105,11.166041881
fast_reduce_support,67,5,5,5,0,0,0,0,7.1310350006,5.83993223,2.886881842207665,4.631300442,11.531222975
fast_reduce_support,69,5,5,5,0,0,0,0,7.9238696686,6.535903094,2.7814452149117215,5.152997587,11.878583485
fast_reduce_support,71,5,5,5,0,0,0,0,8.4571136686,7.239236967,2.825532135600998,5.429710585,12.62089666
fast_reduce_support,73,5,5,5,0,0,0,0,8.9246372776,7.737488211,3.0926887798073697,5.830539278,13.31267336
fast_reduce_support,75,5,5,5,0,0,0,0,9.4100276324,8.169040157,3.0236200904531145,6.009828411,13.340081001
fast_reduce_support,77,5,5,5,0,0,0,0,10.1288009376,9.492259321,3.025438719330547,6.695017754,14.144784647
fast_reduce_support,79,5,5,5,0,0,0,0,10.7376614746,9.524400552,3.2025148665349015,7.874450551,15.44469382
fast_reduce_support,81,5,5,5,0,0,0,0,11.2430768986,10.425123644,3.3258268553228385,8.184863096,16.465081605
fast_reduce_support,83,5,5,5,0,0,0,0,13.0109397624,12.522476146,3.169188981233009,9.471060985,17.790810286
fast_reduce_support,85,5,5,5,0,0,0,0,13.7352575332,12.722139071,3.3418962426713272,10.992568348,19.52668908
fast_reduce_support,87,5,5,5,0,0,0,0,13.9916837466,13.409699557,2.7289121905311595,10.958274195,18.419470883
fast_reduce_support,89,5,5,5,0,0,0,0,14.9732854624,14.476151609,2.6654460606317274,12.187472141,19.254929283
fast_reduce_support,91,5,5,5,0,0,0,0,15.9083957834,15.653865885,3.0168639679560085,13.27593728,20.771911981
fast_reduce_support,93,5,5,5,0,0,0,0,22.35847163,15.211092722,15.597492088390874,14.397337742,50.179921667
fast_reduce_support,95,5,5,5,0,0,0,0,19.9576346392,17.886256257,4.16443095021587,16.399972791,24.721510616
fast_reduce_support,97,5,5,5,0,0,0,0,19.2283246836,18.109555246,2.5286103635710435,17.223248059,23.522628898
fast_reduce_support,99,5,5,5,0,0,0,0,25.4109202366,20.040585752,14.808313224340262,16.236809958,51.751077364
fast_reduce_support,101,5,5,5,0,0,0,0,21.9395829438,21.543059175,3.5995819500418365,17.57898949,26.646854075
fast_reduce_support,103,5,5,5,0,0,0,0,21.2795439906,19.561908574,3.618242576292365,17.513431187,26.319240768
fast_reduce_support,105,5,5,5,0,0,0,0,26.0544016604,20.631882328,12.768192305984833,17.813746344,48.389245419
fast_reduce_support,107,5,5,5,0,0,0,0,22.1100961984,22.481085643,3.3909609914033005,17.129830968,25.302738239
fast_reduce_support,109,5,5,5,0,0,0,0,23.2665500572,24.306385444,3.8018791334418327,18.206800875,27.841709986
fast_reduce_support,111,5,5,5,0,0,0,0,22.3895647222,21.429007301,4.130637248383781,17.156153779,27.529971602
fast_reduce_support,113,5,5,5,0,0,0,0,23.8787969046,26.030907029,3.7936060260995093,18.305863767,27.015158585
fast_reduce_support,115,5,5,5,0,0,0,0,22.8414796246,21.475702126,4.139636599999287,18.453045191,28.973647895
fast_reduce_support,117,5,5,5,0,0,0,0,21.8615703148,21.059409324,2.9304357601090034,18.772138877,26.686992277
fast_reduce_support,119,5,5,5,0,0,0,0,23.8200460194,22.637015627,4.344613046519871,19.748618976,30.761175524
fast_reduce_support,121,5,5,5,0,0,0,0,32.6218422868,26.843905346,14.562216269324084,18.709274927,56.290149939
fast_reduce_support,123,5,5,5,0,0,0,0,26.5727443902,28.394312803,5.948701223831872,18.760428047,32.352145694
fast_reduce_support,125,5,5,5,0,0,0,0,22.2526636178,21.903009395,3.0264584277970448,18.445757822,26.680506017
fast_reduce_support,127,5,5,5,0,0,0,0,31.7201364144,28.306679629,16.30518509214234,18.224643927,58.954682066
fast_reduce_support,129,5,5,5,0,0,0,0,26.4260258538,27.260798083,5.656101804533607,18.410241481,32.137530691
fast_reduce_support,131,5,5,5,0,0,0,0,24.487326981,23.666947697,3.872882952151611,19.441047004,30.034790969
fast_reduce_support,133,5,5,5,0,0,0,0,24.2875524468,23.211421081,4.340359227307025,20.630193617,31.072716149
fast_reduce_support,135,5,5,5,0,0,0,0,23.8781138394,23.734991959,4.107929292918526,18.790451188,30.026054245
fast_reduce_support,137,5,5,5,0,0,0,0,24.0599760818,22.716795354,3.379231784070782,20.434898719,28.488153808
fast_reduce_support,139,5,5,5,0,0,0,0,25.6131321646,25.444243764,5.821153482706743,18.755055046,32.242385508
fast_reduce_support,141,5,5,5,0,0,0,0,22.1357793138,22.288594174,1.306649712634228,20.631247992,23.59146556
fast_reduce_support,143,5,5,5,0,0,0,0,25.3412227662,23.203573488,7.804585952425226,19.023556897,38.356349915
fast_reduce_support,145,5,5,5,0,0,0,0,25.1535711662,24.652999827,4.09644780625227,21.122945256,29.685869003
fast_reduce_support,147,5,5,5,0,0,0,0,23.364437701,23.452143678,1.5762191590515728,21.345098323,25.60760062
fast_reduce_support,149,5,5,5,0,0,0,0,24.8674243312,24.23808541,3.891648264325937,19.373844431,29.412378261
baseline,1,5,2,2,0,3,0,0,0.000701331,0.000701331,5.160465289099412e-06,0.000697682,0.00070498
baseline,3,5,2,2,0,3,0,0,0.0057432705,0.0057432705,1.4244666107003041e-05,0.005733198,0.005753343
baseline,5,5,2,2,0,3,0,0,0.021808777,0.021808777,0.0003020632890008329,0.021595186,0.022022368
baseline,7,5,2,2,0,3,0,0,0.017676729000000002,0.017676729000000002,0.002654566537815167,0.015799667,0.019553791
baseline,9,5,2,2,0,3,0,0,0.043166450999999995,0.043166450999999995,0.03260220890728261,0.020113208,0.066219694
baseline,11,5,2,2,0,3,0,0,0.033340384,0.033340384,0.0013623317236238755,0.03237707,0.034303698
baseline,13,5,2,2,0,3,0,0,0.06463542,0.06463542,0.02652499099008333,0.045879419,0.083391421
baseline,15,5,2,2,0,3,0,0,0.0690212005,0.0690212005,0.009030725867576344,0.062635513,0.075406888
baseline,17,5,2,2,0,3,0,0,0.0820334295,0.0820334295,0.017606584792057782,0.069583694,0.094483165
baseline,19,5,2,2,0,3,0,0,0.1514705655,0.1514705655,0.029757254575739737,0.130429009,0.172512122
baseline,21,5,2,2,0,3,0,0,0.1883170865,0.1883170865,0.0133207059394825,0.178897925,0.197736248
baseline,23,5,2,2,0,3,0,0,0.2615772475,0.2615772475,0.10957495043391342,0.184096057,0.339058438
baseline,25,5,2,2,0,3,0,0,0.220334004,0.220334004,0.06519557049451902,0.174233774,0.266434234
baseline,27,5,2,2,0,3,0,0,0.7366057175,0.7366057175,0.13328646677924552,0.642357953,0.830853482
baseline,29,5,2,2,0,3,0,0,3.07809443,3.07809443,0.8507302631019436,2.476537292,3.679651568
baseline,31,5,2,2,0,3,0,0,0.7104282575,0.7104282575,0.2739039642287123,0.516748907,0.904107608
baseline,33,5,2,2,0,3,0,0,2.0320182075,2.0320182075,2.1110073078286558,0.539310625,3.52472579
baseline,35,5,2,2,0,3,0,0,1.1708149275,1.1708149275,0.9725177169791265,0.483141055,1.8584888
baseline,37,5,2,2,0,3,0,0,4.5362026645,4.5362026645,5.711499558416106,0.497562596,8.574842733
baseline,39,5,2,2,0,3,0,0,14.477002785,14.477002785,19.533895676720995,0.664452689,28.289552881
baseline,41,5,2,2,0,3,0,0,7.750907019,7.750907019,9.418148633541485,1.091270254,14.410543784
baseline,43,5,2,2,0,3,0,0,3.6699777765,3.6699777765,4.333950196825382,0.605412203,6.73454335
baseline,45,5,2,2,0,3,0,0,1.0905527405000002,1.0905527405000002,0.10462193188963778,1.016573863,1.164531618
baseline,47,5,2,2,0,3,0,0,23.86717515,23.86717515,32.35414297909896,0.98934125,46.74500905
baseline,49,5,2,2,0,3,0,0,13.1344381155,13.1344381155,13.502933469932401,3.586422293,22.682453938
baseline,51,5,2,2,0,3,0,0,5.515705625500001,5.515705625500001,4.889260871885092,2.058476108,8.972935143
baseline,53,5,2,2,0,3,0,0,41.8563120805,41.8563120805,50.36779298416035,6.240904108,77.471720053
baseline,55,5,2,2,0,3,0,0,11.167744122,11.167744122,0.8317279463974524,10.579623651,11.755864593
baseline,57,5,2,2,0,3,0,0,15.485745139999999,15.485745139999999,0.6978968143565423,14.99225757,15.97923271
baseline,59,5,2,2,0,3,0,0,19.2205717435,19.2205717435,10.521890286521192,11.780471771,26.660671716
baseline,61,5,2,2,0,3,0,0,36.1020546245,36.1020546245,24.189238732512674,18.997679885,53.206429364
baseline,63,5,2,1,1,3,1,0,29.459188794,29.459188794,nan,29.459188794,29.459188794
baseline,65,5,2,2,0,3,0,0,98.298724128,98.298724128,89.93387754716363,34.705869456,161.8915788
baseline,67,5,2,2,0,3,0,0,179.2913892825,179.2913892825,167.38583003954335,60.931733787,297.651044778
baseline,69,5,2,2,0,3,0,0,94.9900514155,94.9900514155,118.05716739474562,11.511027783,178.469075048
baseline,71,5,2,1,1,3,1,0,182.088620292,182.088620292,nan,182.088620292,182.088620292
baseline,73,5,2,2,0,3,0,0,145.819110678,145.819110678,36.157219923839136,120.252095281,171.386126075
baseline,75,5,2,2,0,3,0,0,126.8786386905,126.8786386905,71.20519091898915,76.528965336,177.228312045
baseline,77,5,2,2,0,3,0,0,20.196693507,20.196693507,3.05724889297827,18.034892083,22.358494931
baseline,79,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,81,5,2,2,0,3,0,0,114.61950240200001,114.61950240200001,80.04894062961486,58.016353656,171.222651148
baseline,83,5,2,2,0,3,0,0,26.4789742395,26.4789742395,29.839583051507322,5.379202716,47.578745763
baseline,85,5,2,1,1,3,1,0,9.885775694,9.885775694,nan,9.885775694,9.885775694
baseline,87,5,2,2,0,3,0,0,64.950273631,64.950273631,75.49641328346466,11.566247843,118.334299419
baseline,89,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,91,5,2,2,0,3,0,0,43.163578793999996,43.163578793999996,31.55577356302194,20.850277322,65.476880266
baseline,93,5,2,1,1,3,1,0,73.737735722,73.737735722,nan,73.737735722,73.737735722
baseline,95,5,2,2,0,3,0,0,38.5211159095,38.5211159095,23.881186169879232,21.634567226,55.407664593
baseline,97,5,2,2,0,3,0,0,36.160884902,36.160884902,36.36662843460399,10.445795327,61.875974477
baseline,99,5,2,1,1,3,1,0,43.006995061,43.006995061,nan,43.006995061,43.006995061
baseline,101,5,2,2,0,3,0,0,178.3568576065,178.3568576065,230.13930530326522,15.623794209,341.089921004
baseline,103,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,105,5,2,1,1,3,1,0,177.393125064,177.393125064,nan,177.393125064,177.393125064
baseline,107,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,109,5,2,1,1,3,1,0,13.394068666,13.394068666,nan,13.394068666,13.394068666
baseline,111,5,2,1,1,3,1,0,55.537832203,55.537832203,nan,55.537832203,55.537832203
baseline,113,5,2,1,1,3,1,0,349.660065422,349.660065422,nan,349.660065422,349.660065422
baseline,115,5,2,1,1,3,1,0,21.204933408,21.204933408,nan,21.204933408,21.204933408
baseline,117,5,2,1,1,3,1,0,25.113338232,25.113338232,nan,25.113338232,25.113338232
baseline,119,5,2,2,0,3,0,0,83.068037653,83.068037653,9.967379948150448,76.020035701,90.116039605
baseline,121,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,123,5,2,1,1,3,1,0,112.095506517,112.095506517,nan,112.095506517,112.095506517
baseline,125,5,2,1,1,3,1,0,98.60766029,98.60766029,nan,98.60766029,98.60766029
baseline,127,5,2,2,0,3,0,0,64.6925964995,64.6925964995,37.711262544751435,38.026707027,91.358485972
baseline,129,5,2,1,1,3,1,0,43.316636141,43.316636141,nan,43.316636141,43.316636141
baseline,131,5,2,1,1,3,1,0,316.963924994,316.963924994,nan,316.963924994,316.963924994
baseline,133,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,135,5,2,2,0,3,0,0,33.172559667,33.172559667,36.557541389467005,7.322474247,59.022645087
baseline,137,5,2,2,0,3,0,0,180.7719166215,180.7719166215,5.590017108685011,176.819177617,184.724655626
baseline,139,5,2,1,1,3,1,0,371.740096383,371.740096383,nan,371.740096383,371.740096383
baseline,141,5,2,2,0,3,0,0,175.17095240449999,175.17095240449999,50.50739902192787,139.456828056,210.885076753
baseline,143,5,2,1,1,3,1,0,14.800996399,14.800996399,nan,14.800996399,14.800996399
baseline,145,5,2,2,0,3,0,0,49.470394869,49.470394869,28.564460727002096,29.272270988,69.66851875
baseline,147,5,2,0,2,3,2,0,nan,nan,nan,nan,nan
baseline,149,5,5,2,3,0,3,0,187.43900259499998,187.43900259499998,216.23277611258305,34.539340291,340.338664899
