removal_strategy,support_target_order,source_file,runs_total,successful_runs,failed_runs,success_rate,runtime_limit_failures,open_list_exhausted_failures,other_failures,seed_min,seed_max,included_rod_count_min,included_rod_count_max,require_connected_supports,runtime_s_successful_runs_mean,runtime_s_successful_runs_median,runtime_s_successful_runs_std,runtime_s_successful_runs_min,runtime_s_successful_runs_max,runtime_s_successful_runs_total,search_expansions_successful_runs_mean,search_expansions_successful_runs_median,search_expansions_successful_runs_std,search_expansions_successful_runs_min,search_expansions_successful_runs_max,search_attempted_transitions_successful_runs_mean,search_attempted_transitions_successful_runs_median,search_attempted_transitions_successful_runs_std,search_attempted_transitions_successful_runs_min,search_attempted_transitions_successful_runs_max,search_enqueued_candidates_successful_runs_mean,search_enqueued_candidates_successful_runs_median,search_enqueued_candidates_successful_runs_std,search_enqueued_candidates_successful_runs_min,search_enqueued_candidates_successful_runs_max,search_backtracks_successful_runs_mean,search_backtracks_successful_runs_median,search_backtracks_successful_runs_std,search_backtracks_successful_runs_min,search_backtracks_successful_runs_max,rigidity_check_calls_successful_runs_mean,rigidity_check_calls_successful_runs_median,rigidity_check_calls_successful_runs_std,rigidity_check_calls_successful_runs_min,rigidity_check_calls_successful_runs_max,rigidity_cache_hits_successful_runs_mean,rigidity_cache_hits_successful_runs_median,rigidity_cache_hits_successful_runs_std,rigidity_cache_hits_successful_runs_min,rigidity_cache_hits_successful_runs_max,rigidity_cache_misses_successful_runs_mean,rigidity_cache_misses_successful_runs_median,rigidity_cache_misses_successful_runs_std,rigidity_cache_misses_successful_runs_min,rigidity_cache_misses_successful_runs_max,rigidity_cached_entries_successful_runs_mean,rigidity_cached_entries_successful_runs_median,rigidity_cached_entries_successful_runs_std,rigidity_cached_entries_successful_runs_min,rigidity_cached_entries_successful_runs_max,rigidity_incremental_support_updates_successful_runs_mean,rigidity_incremental_support_updates_successful_runs_median,rigidity_incremental_support_updates_successful_runs_std,rigidity_incremental_support_updates_successful_runs_min,rigidity_incremental_support_updates_successful_runs_max,rigidity_incremental_support_cache_hits_successful_runs_mean,rigidity_incremental_support_cache_hits_successful_runs_median,rigidity_incremental_support_cache_hits_successful_runs_std,rigidity_incremental_support_cache_hits_successful_runs_min,rigidity_incremental_support_cache_hits_successful_runs_max,rigidity_incremental_support_fallbacks_successful_runs_mean,rigidity_incremental_support_fallbacks_successful_runs_median,rigidity_incremental_support_fallbacks_successful_runs_std,rigidity_incremental_support_fallbacks_successful_runs_min,rigidity_incremental_support_fallbacks_successful_runs_max,backtrack_rate_successful_runs,rigidity_cache_hit_rate_successful_runs,incremental_support_cache_hit_rate_successful_runs,incremental_support_fallback_rate_successful_runs,peak_supports_successful_runs_mean,peak_supports_successful_runs_median,peak_supports_successful_runs_std,peak_supports_successful_runs_min,peak_supports_successful_runs_max,support_steps_successful_runs_mean,support_steps_successful_runs_median,support_steps_successful_runs_std,support_steps_successful_runs_min,support_steps_successful_runs_max,support_moves_successful_runs_mean,support_moves_successful_runs_median,support_moves_successful_runs_std,support_moves_successful_runs_min,support_moves_successful_runs_max,supported_rod_steps_successful_runs_mean,supported_rod_steps_successful_runs_median,supported_rod_steps_successful_runs_std,supported_rod_steps_successful_runs_min,supported_rod_steps_successful_runs_max,support_assignment_episodes_successful_runs_mean,support_assignment_episodes_successful_runs_median,support_assignment_episodes_successful_runs_std,support_assignment_episodes_successful_runs_min,support_assignment_episodes_successful_runs_max,supported_rod_episodes_successful_runs_mean,supported_rod_episodes_successful_runs_median,supported_rod_episodes_successful_runs_std,supported_rod_episodes_successful_runs_min,supported_rod_episodes_successful_runs_max,support_additions_successful_runs_mean,support_additions_successful_runs_median,support_additions_successful_runs_std,support_additions_successful_runs_min,support_additions_successful_runs_max,support_releases_successful_runs_mean,support_releases_successful_runs_median,support_releases_successful_runs_std,support_releases_successful_runs_min,support_releases_successful_runs_max,unique_successful_removal_sequences,dominant_sequence_count,dominant_sequence_share
fewest_mandatory_supports,random,grid_fewest_mandatory_supports_random_10reps.csv,10,8,2,0.8,2,0,0,200452,290452,149,149,True,22.12188936125,18.4104871575,8.366381552355367,13.45608474,37.740232706,176.97511489,1946.5,1481.0,1021.696348516245,999.0,3755.0,1946.5,1481.0,1021.696348516245,999.0,3755.0,7878.5,7440.5,982.482424415681,6963.0,9566.0,1719.125,1299.5,947.4470113339924,842.0,3422.0,1991.5,1505.0,1050.031428101083,1016.0,3818.0,74.25,23.0,92.70498522579186,0.0,246.0,1917.25,1484.5,958.1207424656128,1016.0,3572.0,1784.5,2000.0,366.369836562533,1154.0,2000.0,630.0,589.5,386.7099318980202,121.0,1341.0,15.0,5.0,26.726124191242437,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.8831877729257642,0.0372834546824002,0.023255813953488372,0.0,2.0,2.0,0.0,2.0,2.0,242.25,243.5,4.06201920231798,233.0,246.0,31.125,30.5,2.5877458475338284,28.0,35.0,242.25,243.5,4.06201920231798,233.0,246.0,31.125,30.5,2.5877458475338284,28.0,35.0,31.125,30.5,2.5877458475338284,28.0,35.0,31.125,30.5,2.5877458475338284,28.0,35.0,31.125,30.5,2.5877458475338284,28.0,35.0,8,1,0.125
fewest_mandatory_supports,furthest_from_removed,grid_fewest_mandatory_supports_furthest_from_removed_10reps.csv,10,10,0,1.0,0,0,0,200452,290452,149,149,True,81.2779352682,107.098416114,39.600936007071844,32.53740395,117.321648331,812.7793526820001,8815.6,11537.0,4283.710468481475,3443.0,13171.0,8815.6,11537.0,4283.710468481475,3443.0,13171.0,14722.0,17392.5,4237.017976517604,9425.0,19042.0,8125.4,10726.0,4025.1822650243635,3083.0,12145.0,9193.7,12080.0,4525.582910275512,3512.0,13777.0,712.5,966.5,454.60367354433026,154.0,1230.0,8481.2,11111.0,4072.8800293322333,3358.0,12547.0,2000.0,2000.0,0.0,2000.0,2000.0,5077.3,6132.5,2156.6483281033816,2567.0,7746.0,74.1,75.0,19.829551460159433,45.0,96.0,0.0,0.0,0.0,0.0,0.0,0.9217069740006353,0.07749872195090116,0.014384439181581705,0.0,2.0,2.0,0.0,2.0,2.0,244.4,244.0,1.5776212754932308,242.0,247.0,30.4,30.0,0.8432740427115678,29.0,32.0,244.4,244.0,1.5776212754932308,242.0,247.0,30.4,30.0,0.8432740427115678,29.0,32.0,30.4,30.0,0.8432740427115678,29.0,32.0,30.4,30.0,0.8432740427115678,29.0,32.0,30.4,30.0,0.8432740427115678,29.0,32.0,10,1,0.1
fast_reduce_support,lowest_first,grid_fast_reduce_support_lowest_first_10reps.csv,10,10,0,1.0,0,0,0,200452,290452,149,149,True,29.130894193,27.7072749365,5.732098946827572,21.674350067,41.440493499,291.30894193,168.1,150.5,31.1428607834569,149.0,235.0,168.1,150.5,31.1428607834569,149.0,235.0,8831.7,8782.5,425.1632496922669,8407.0,9574.0,0.0,0.0,0.0,0.0,0.0,1967.3,1767.5,499.7177092007936,1564.0,2944.0,17.7,1.5,29.017427713550198,0.0,81.0,1949.6,1766.0,472.1487995207537,1563.0,2885.0,1886.4,1925.0,127.27066520696049,1686.0,2000.0,549.7,234.5,654.5672107074516,114.0,1873.0,1.4,0.0,4.087922591134904,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008997102627967265,0.002540373797858828,0.0,2.0,2.0,0.0,2.0,2.0,124.6,122.0,17.251086922278258,104.0,153.0,27.0,27.0,1.8257418583505538,23.0,29.0,124.6,122.0,17.251086922278258,104.0,153.0,27.0,27.0,1.8257418583505538,23.0,29.0,27.0,27.0,1.8257418583505538,23.0,29.0,27.0,27.0,1.8257418583505538,23.0,29.0,27.0,27.0,1.8257418583505538,23.0,29.0,10,1,0.1
fast_reduce_support,least_connected,grid_fast_reduce_support_least_connected_10reps.csv,10,9,1,0.9,1,0,0,200452,290452,149,149,True,30.331116592444445,31.262966415,4.188609102414034,23.884802853,35.183964948,272.980049332,170.66666666666666,157.0,27.349588662354687,149.0,223.0,170.66666666666666,157.0,27.349588662354687,149.0,223.0,8935.0,9037.0,498.1162013024672,8170.0,9673.0,0.0,0.0,0.0,0.0,0.0,2102.6666666666665,1980.0,472.10486123317986,1574.0,2923.0,30.11111111111111,10.0,42.671549199801866,0.0,117.0,2072.5555555555557,1970.0,434.2326885182388,1574.0,2806.0,1934.0,2000.0,130.99904579805153,1697.0,2000.0,611.3333333333334,412.0,581.4340031336317,94.0,1471.0,7.111111111111111,0.0,10.337364804973804,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014320439653350243,0.011498383039885016,0.0,2.0,2.0,0.0,2.0,2.0,125.22222222222223,132.0,24.13388581319727,87.0,166.0,28.11111111111111,28.0,2.619372274250285,24.0,33.0,125.22222222222223,132.0,24.13388581319727,87.0,166.0,28.11111111111111,28.0,2.619372274250285,24.0,33.0,28.11111111111111,28.0,2.619372274250285,24.0,33.0,28.11111111111111,28.0,2.619372274250285,24.0,33.0,28.11111111111111,28.0,2.619372274250285,24.0,33.0,9,1,0.1111111111111111
fast_reduce_support,random,grid_fast_reduce_support_random_10reps.csv,10,7,3,0.7,3,0,0,200452,290452,149,149,True,31.633349344571428,29.934862126,8.655157675398973,23.745141236,49.971045209,221.433445412,204.0,191.0,83.11437902072059,152.0,387.0,204.0,191.0,83.11437902072059,152.0,387.0,9332.0,9083.0,904.2755848375723,8692.0,11350.0,0.0,0.0,0.0,0.0,0.0,2395.0,1978.0,1052.3674896790253,1559.0,4682.0,57.714285714285715,17.0,115.47541482311908,1.0,318.0,2337.285714285714,1974.0,940.2105640556825,1558.0,4364.0,1944.857142857143,2000.0,145.89428658156172,1614.0,2000.0,909.5714285714286,342.0,1303.6657108761763,56.0,3703.0,7.714285714285714,0.0,17.075462763024273,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02409782284521324,0.008409904999221306,0.0,2.0,2.0,0.0,2.0,2.0,121.42857142857143,119.0,17.915143899851348,90.0,142.0,27.142857142857142,26.0,3.236694374850748,23.0,32.0,121.42857142857143,119.0,17.915143899851348,90.0,142.0,27.142857142857142,26.0,3.236694374850748,23.0,32.0,27.142857142857142,26.0,3.236694374850748,23.0,32.0,27.142857142857142,26.0,3.236694374850748,23.0,32.0,27.142857142857142,26.0,3.236694374850748,23.0,32.0,7,1,0.14285714285714285
fast_reduce_support,furthest_from_removed,grid_fast_reduce_support_furthest_from_removed_10reps.csv,10,10,0,1.0,0,0,0,200452,290452,149,149,True,37.1250474528,31.930786305,15.257919205761171,25.175812821,68.629129048,371.250474528,231.1,180.5,116.76419732853807,152.0,488.0,231.1,180.5,116.76419732853807,152.0,488.0,9944.6,9253.5,1953.3852211538365,8214.0,14011.0,0.0,0.0,0.0,0.0,0.0,3075.9,2196.0,2023.4969977739033,1622.0,7252.0,148.1,41.0,236.96340551983033,2.0,608.0,2927.8,2159.5,1788.0716987861533,1620.0,6644.0,1975.6,2000.0,77.15957490810845,1756.0,2000.0,2031.7,689.5,2821.8386854437067,136.0,8118.0,20.1,0.0,35.65716384309517,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04814850937936864,0.00979627644019885,0.0,2.0,2.0,0.0,2.0,2.0,126.7,129.0,19.68671294723085,92.0,151.0,25.9,26.5,1.728840330651992,23.0,28.0,126.7,129.0,19.68671294723085,92.0,151.0,25.9,26.5,1.728840330651992,23.0,28.0,25.9,26.5,1.728840330651992,23.0,28.0,25.9,26.5,1.728840330651992,23.0,28.0,25.9,26.5,1.728840330651992,23.0,28.0,10,1,0.1
baseline,lowest_first,grid_baseline_lowest_first_10reps.csv,10,1,9,0.1,9,0,0,200452,290452,149,149,True,37.068597831,37.068597831,nan,37.068597831,37.068597831,37.068597831,3943.0,3943.0,nan,3943.0,3943.0,3943.0,3943.0,nan,3943.0,3943.0,9943.0,9943.0,nan,9943.0,9943.0,3458.0,3458.0,nan,3458.0,3458.0,4116.0,4116.0,nan,4116.0,4116.0,472.0,472.0,nan,472.0,472.0,3644.0,3644.0,nan,3644.0,3644.0,2000.0,2000.0,nan,2000.0,2000.0,1271.0,1271.0,nan,1271.0,1271.0,30.0,30.0,nan,30.0,30.0,0.0,0.0,nan,0.0,0.0,0.8769972102460056,0.11467444120505345,0.023059185242121444,0.0,2.0,2.0,nan,2.0,2.0,270.0,270.0,nan,270.0,270.0,39.0,39.0,nan,39.0,39.0,270.0,270.0,nan,270.0,270.0,39.0,39.0,nan,39.0,39.0,39.0,39.0,nan,39.0,39.0,39.0,39.0,nan,39.0,39.0,39.0,39.0,nan,39.0,39.0,1,1,1.0
baseline,least_connected,grid_baseline_least_connected_10reps.csv,10,2,8,0.2,8,0,0,200452,290452,149,149,True,39.3299786665,39.3299786665,17.19597859335496,27.170585594,51.489371739,78.659957333,3842.0,3842.0,2025.153821318272,2410.0,5274.0,3842.0,3842.0,2025.153821318272,2410.0,5274.0,9589.5,9589.5,2298.804145637466,7964.0,11215.0,3515.5,3515.5,1884.4395718621493,2183.0,4848.0,3881.5,3881.5,2032.931995911324,2444.0,5319.0,201.0,201.0,179.60512242138307,74.0,328.0,3680.5,3680.5,1853.3268734899411,2370.0,4991.0,2000.0,2000.0,0.0,2000.0,2000.0,5426.0,5426.0,2998.1327522309616,3306.0,7546.0,92.0,92.0,14.142135623730951,82.0,102.0,0.0,0.0,0.0,0.0,0.0,0.9150182196772514,0.051784104083472886,0.016672707502718376,0.0,2.0,2.0,0.0,2.0,2.0,282.5,282.5,6.363961030678928,278.0,287.0,38.5,38.5,0.7071067811865476,38.0,39.0,282.5,282.5,6.363961030678928,278.0,287.0,38.5,38.5,0.7071067811865476,38.0,39.0,38.5,38.5,0.7071067811865476,38.0,39.0,38.5,38.5,0.7071067811865476,38.0,39.0,38.5,38.5,0.7071067811865476,38.0,39.0,2,1,0.5
baseline,random,grid_baseline_random_10reps.csv,10,4,6,0.4,6,0,0,200452,290452,149,149,True,53.1570046235,55.0748521955,37.274967269323625,9.638582424,92.839731679,212.628018494,5219.25,5097.0,4457.13445874514,610.0,10073.0,5219.25,5097.0,4457.13445874514,610.0,10073.0,10887.0,10740.5,4401.485279614902,6495.0,15572.0,4795.25,4710.0,4201.915069346357,448.0,9313.0,5323.5,5165.5,4547.486082075092,642.0,10321.0,307.5,342.0,276.09479048568323,4.0,542.0,5016.0,4823.0,4278.694738663494,638.0,9780.0,1695.75,2000.0,608.5,783.0,2000.0,4653.5,4521.0,4451.16535302835,145.0,9427.0,136.5,77.5,177.48708873229813,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.9187622742731235,0.057762750070442376,0.02849686847599165,0.0,2.0,2.0,0.0,2.0,2.0,279.25,283.0,8.220908303425682,267.0,284.0,35.0,33.0,4.760952285695233,32.0,42.0,279.25,283.0,8.220908303425682,267.0,284.0,35.0,33.0,4.760952285695233,32.0,42.0,35.0,33.0,4.760952285695233,32.0,42.0,35.0,33.0,4.760952285695233,32.0,42.0,35.0,33.0,4.760952285695233,32.0,42.0,4,1,0.25
baseline,furthest_from_removed,grid_baseline_furthest_from_removed_10reps.csv,10,1,9,0.1,9,0,0,200452,290452,149,149,True,62.045278068,62.045278068,nan,62.045278068,62.045278068,62.045278068,5978.0,5978.0,nan,5978.0,5978.0,5978.0,5978.0,nan,5978.0,5978.0,11760.0,11760.0,nan,11760.0,11760.0,5352.0,5352.0,nan,5352.0,5352.0,6053.0,6053.0,nan,6053.0,6053.0,385.0,385.0,nan,385.0,385.0,5668.0,5668.0,nan,5668.0,5668.0,2000.0,2000.0,nan,2000.0,2000.0,8081.0,8081.0,nan,8081.0,8081.0,12.0,12.0,nan,12.0,12.0,0.0,0.0,nan,0.0,0.0,0.8952827032452325,0.063604824054188,0.001482762881502533,0.0,2.0,2.0,nan,2.0,2.0,278.0,278.0,nan,278.0,278.0,34.0,34.0,nan,34.0,34.0,278.0,278.0,nan,278.0,278.0,34.0,34.0,nan,34.0,34.0,34.0,34.0,nan,34.0,34.0,34.0,34.0,nan,34.0,34.0,34.0,34.0,nan,34.0,34.0,1,1,1.0
